pid,articleid,title,publication_date,joid,prid
4606,1995558,A study on the effects of parameter estimation on Kriging model's prediction error in stochastic simulations,2009-12-13,,5618
2414,982454,A convex penalty method for optical human motion tracking,2003-11-02,,2462
406605,1040336,The Java memory model,2005-01-12,,406606
991843,381814,Still looking for trouble,1998-08-01,961837,
4651,1995576,Survivability modeling with stochastic reward nets,2009-12-13,,5618
1087139,945509,Call graph prefetching for database applications,2003-11-01,963858,
271050,328664,Vector register design for polycyclic vector scheduling,1991-04-01,,271086
819760,872049,Split-ordered lists,2003-07-13,,819821
982589,774766,Network pointers,2003-01-01,963665,
3350,2399107,Unboxing the tools for physical rehabilitation,2012-10-14,,3528
776648,215446,Parallel molecular computation,1995-07-20,,776664
396154,263089,Sweeping lines and line segments with a heap,1997-08-01,,396174
245806,602134,Simulating fire with texture splats,2002-10-27,,245974
720516,319426,Progressive compressive and transmission of arbitrary triangular meshes,1999-10-24,,720618
528795,1283501,Delaunay refinement for piecewise smooth complexes,2007-01-07,,528850
649877,776281,Phi-Predication for light-weight if-conversion,2003-03-23,,649905
982624,774785,Data-centric storage in sensornets,2003-01-01,963665,
945989,780561,Optimal probabilistic fingerprint codes,2003-06-09,,946089
27467,258573,Practical loss-resilient codes,1997-05-04,,27628
1116264,358784,A history and evaluation of System R,1981-10-01,961004,
490038,545465,Sampling from a moving window over streaming data,2002-01-06,,490111
983281,274791,Approximate graph coloring by semidefinite programming,1998-03-01,962389,
284,1753408,Eliza meets the wizard-of-oz,2010-04-10,,1544
4428,1995480,Input modeling for hospital simulation models using electronic messages,2009-12-13,,5618
152808,1152764,Bare-hand 3D gesture input to interactive systems,2006-07-06,,152857
217395,1070506,Online conflict-free coloring for intervals,2005-01-23,,217543
5013,1995697,A normalized weighted entropy measure for sensor allocation within simulations,2009-12-13,,5618
239,1753397,The Case of the Disappearing Ox,2010-04-10,,1544
36832,336182,On the continuous Weber and <italic>k</italic>-median problems (extended abstract),2000-05-01,,36914
829878,1101878,The impact of traffic aggregation on the memory performance of networking applications,2004-09-29,,829882
835664,113407,Sequential consistency versus linearizability (extended abstract),1991-06-01,,835672
796197,103421,Counting networks and multi-processor coordination,1991-01-03,,796229
6668,2007067,An efficient broker cloud management system,2011-07-21,,6786
963403,505243,An optimal minimum spanning tree algorithm,2002-01-01,962389,
91864,1027706,The association engine,2004-10-10,,92010
396074,263003,Approximate shortest paths and geodesic diameters on convex polytopes in three dimensions,1997-08-01,,396174
672485,319641,Emotion recognition and its application to computer agents with spontaneous interactive capabilities,1999-10-30,,672528
5137,1995737,Toward simulation-based real-time decision-support systems for emergency departments,2009-12-13,,5618
1704,1409253,Getting off the treadmill,2008-09-02,,2092
1041399,150973,TNPACK&#8212;A truncated Newton minimization package for large-scale problems,1992-03-01,965390,
323231,237504,BSP vs LogP,1996-06-24,,323303
2700,379250,Tolerating memory latency through software-controlled pre-execution in simultaneous multithreading processors,2001-05-01,,2786
217458,1070546,An optimal dynamic interval stabbing-max data structure?,2005-01-23,,217543
18590,139467,Separation and approximation of polyhedral objects,1992-09-01,,18638
1038504,357197,Experience with the SETL Optimizer,1983-01-01,961873,
1016528,1217635,Efficient location area planning for personal communication systems,2006-04-01,967203,
628566,509952,Selfish traffic allocation for server farms,2002-05-19,,628649
720170,320085,Fetch directed instruction prefetching,1999-11-16,,720215
6012,1366908,Agent-oriented ontology for monitoring and detecting money laundering process,2007-06-06,,6031
78173,644174,Data streams,2003-01-12,,78315
1063,1753607,Finding the lost treasure,2010-04-10,,1544
25443,305208,Problem space promotion and its evaluation as a technique for efficient parallel computation,1999-05-01,,25517
444,1753445,LayerPaint,2010-04-10,,1544
274,1753405,Informal interactions in nonprofit networks,2010-04-10,,1544
363679,260179,Subjectivity in object-oriented systems,1994-10-01,,363685
3341,2399104,Enhanced feed-forward for a user aware multi-touch device,2012-10-14,,3528
1518,2167159,Addressing Challenges in Doing International Field Research,2010-04-10,,1544
2713,379254,Automated design of finite state machine predictors for customized processors,2001-05-01,,2786
6360,1690470,Poetry mix-up,2009-10-29,,6543
1134997,1273347,Nearest-neighbor-preserving embeddings,2007-08-01,964550,
851,1753554,Prefab,2010-04-10,,1544
1086131,357390,Computation and communication in R*,1984-02-01,963858,
474,1753453,The influence of implicit and explicit biofeedback in first-person shooter games,2010-04-10,,1544
479360,339669,"Selective, accurate, and timely self-invalidation using last-touch prediction",2000-05-01,,479401
644943,378662,A practical approach for computing the diameter of a point set,2001-06-01,,644982
501897,1056957,How peer photos influence member participation in online communities,2005-04-02,,502321
3503,2399155,Unobtrusively reminding users of upcoming tasks with ambient light,2012-10-14,,3528
425956,1081960,Formulating distance functions via the kernel trick,2005-08-21,,426028
251935,266065,Remembrance of things past,1997-06-13,,252273
2398,1658278,Enhancing the earth system grid security infrastructure through single sign-on and autoprovisioning,2009-11-20,,2411
733732,1080164,A prototype on RFID and sensor networks for elder healthcare,2005-08-22,,733741
305468,1236411,Approximate isocontours and spatial summaries for sensor networks,2007-04-25,,305579
91316,225178,Lower bounds for sorting networks,1995-05-29,,91388
940673,775196,DEW,2003-05-20,,940758
829782,304969,On deletion in Delaunay triangulations,1999-06-13,,829849
657569,248097,Universal operations,1996-05-01,,657609
862589,290994,Improving prediction for procedure returns with return-address-stack repair mechanisms,1998-11-01,,862597
146314,1027968,"Analysis of emotion recognition using facial expressions, speech and multimodal information",2004-10-13,,146446
528760,1283488,All-pairs bottleneck paths in vertex weighted graphs,2007-01-07,,528850
94547,331549,Scal-Tool,1999-01-01,,94769
1450,1753712,Investigating the opportunity for a smart activity bag,2010-04-10,,1544
5009,1995696,Mission reliability estimation for warship based on simulation,2009-12-13,,5618
245946,602195,Case study on the adaptation of interactive visualization applications to web-based production for operational mesoscale weather models,2002-10-27,,245974
625458,988856,Handheld devices for applications using dynamic multimedia data,2004-06-15,,625517
924077,1178564,Teddy-bear based robotic user interface for interactive entertainment,2005-06-15,,924111
3525,2399162,What else and where else,2012-10-14,,3528
5174,1995747,Multi criteria preventive maintenance scheduling through arena based simulation modeling,2009-12-13,,5618
3112,2399031,Making sense of co-creative tangibles through the concept of familiarity,2012-10-14,,3528
2388,1658275,Evolving interfaces to impacting technology,2009-11-20,,2411
5575,1995876,Computer simulation of innovation implementation strategies,2009-12-13,,5618
6454,1690492,Critical gameplay,2009-10-29,,6543
48902,965442,Spectral watertight surface reconstruction,2003-07-27,,49281
639352,1185802,iLamps,2006-07-30,,639473
628512,509913,Combinatorial optimization problems in self-assembly,2002-05-19,,628649
6969,181048,Scheduling trees using FIFO queues,1994-08-01,,7069
705562,1186336,Experimental validation of analytical BRDF models,2004-08-08,,705742
2276,1186175,The non-photorealistic camera,2004-08-08,,2322
5276,1995779,Simulating SKU proliferation in a health care supply chain,2009-12-13,,5618
851603,808779,An approximation algorithm for manhattan routing,1983-12-01,,851604
542502,509611,Portable performance of data parallel languages,1997-11-15,,542540
665126,806608,Computation &amp; communication in R,1983-10-10,,665160
1834,1409283,Dynamic audiotactile feedback in gesture interaction,2008-09-02,,2092
608762,949663,Color vs. black-and-white in visualization,1991-10-22,,608808
915580,318351,Integrating personal and community recommendations in collaborative filtering (workshop session)(abstract only),1996-11-16,,915756
1203,1753647,Knowing where and when to look in a time-critical multimodal dual task,2010-04-10,,1544
379023,259239,Using CSG representations of polygons for practical point-in-polygon tests,1997-01-01,,379499
737211,267064,Interval volume tetrahedrization,1997-10-01,,737329
5918,1366880,An improved cluster-based P2P multicasting approach,2007-06-06,,6031
3126,2399036,Interactive pinball business,2012-10-14,,3528
866278,266904,On disk caching of Web objects in proxy servers,1997-01-01,,866320
263079,563206,Computer graphics for half-tone three-dimentional object images,1974-07-12,,263164
572560,808170,The importance of being square,1984-01-01,,572635
508390,513431,Optimal decomposition of polygonal models into triangle strips,2002-06-05,,508415
812104,501835,Hardware synthesis from SPDF representation for multimedia applications,2000-09-20,,812111
490069,545487,On the overlay of envelopes in four dimensions,2002-01-06,,490111
1075699,32221,Convexity algorithms in parallel coordinates,1987-10-01,962389,
367935,220315,Accounting for boundary effects in nearest neighbor searching,1995-09-01,,368011
654696,224439,Next cache line and set prediction,1995-05-01,,654715
352012,1028813,Characterization of network-wide anomalies in traffic flows,2004-10-25,,352064
30976,774896,Managing static leakage energy in microprocessor functional units,2002-11-18,,31012
192756,604102,A zero-input interface for leveraging group experience in web browsing,2003-01-12,,192798
5025,1995703,Multi-resolution federations in support of operational and higher level combined/joint computer assisted exercises,2009-12-13,,5618
829762,304909,Generalizing ham sandwich cuts to equitable subdivisions,1999-06-13,,829849
116270,1242186,Drawing with feeling,2002-07-21,,116706
1076094,974753,Probabilistic wavelet synopses,2004-03-01,962660,
396071,262998,Proximity problems on moving points,1997-08-01,,396174
2080,1409353,SiMPE,2008-09-02,,2092
356355,314718,Average-case analyses of first fit and random fit bin packing,1998-01-01,,356439
6710,2007079,A comparative study of ICA algorithms for ECG signal processing,2011-07-21,,6786
492,1753457,Insight into goal-directed movement strategies,2010-04-10,,1544
93547,506608,Design of force feedback utilizing air pressure toward untethered human interface,2002-04-20,,93730
286768,1031248,Local methods for estimating pagerank values,2004-11-13,,286859
5194,1995754,Enabling flexible manufacturing systems by using level of automation as design parameter,2009-12-13,,5618
