prid,proceedingid,title,subtitle,proc_desc,con_city,con_state,con_country,con_start_date,con_end_date,publication_date,puid
554582,1348549,Web mining and social network analysis,,Proceedings of the 9th WebKDD and 1st SNA-KDD 2007 workshop,San Jose,California,,2007-08-12,2007-08-12,2007-08-12,1545
554644,201310,Field-programmable gate arrays,,Proceedings of the 1995 ACM third international symposium,Monterey,California,USA,1995-02-12,1995-02-14,1995-02-15,1545
554735,293701,Virtual reality software and technology,,Proceedings of the ACM symposium,Taipei,,Taiwan,1998-11-02,1998-11-05,1998-11-02,1545
554856,237578,Supercomputing,,Proceedings of the 10th international conference,Philadelphia,Pennsylvania,USA,1996-05-25,1996-05-28,1996-01-01,1545
554976,1929101,Model driven engineering languages and systems,Part II,Proceedings of the 13th international conference,Oslo,,Norway,2010-10-03,2010-10-08,2010-10-03,13854
554999,2405172,Multi-device App Middleware,,Proceedings of the Workshop,Montreal,Quebec,Canada,2012-12-03,2012-12-07,2012-12-03,1545
555054,1877791,3D video processing,,Proceedings of the 1st international workshop,Firenze,,Italy,2010-10-29,2010-10-29,2010-10-29,1545
555082,502932,Web information and data management,,Proceedings of the 3rd international workshop,Atlanta,Georgia,USA,2001-11-09,2001-11-01,2001-11-09,1545
555172,2184489,Mobile Computing Systems and Applications,,Proceedings of the 12th Workshop,Phoenix,Arizona,,2011-03-01,2011-03-02,2011-03-01,1545
555233,800296,"Data description, access and control",,Proceedings of the 1974 ACM SIGFIDET (now SIGMOD) workshop,Ann Arbor,Michigan,,1974-05-01,1974-05-03,1974-05-01,1545
555254,277631,Program analysis for software tools and engineering,,Proceedings of the 1998 ACM SIGPLAN-SIGSOFT workshop,Montreal,Quebec,Canada,1998-06-16,1998-06-16,1998-07-01,1545
555297,2047849,Dynamic languages,,Proceedings of the 7th symposium,Portland,Oregon,USA,2011-10-24,2011-10-24,2011-10-24,1545
555418,288627,Information and knowledge management,,Proceedings of the seventh international conference,Bethesda,Maryland,USA,1998-11-02,1998-11-07,1998-11-01,1545
555729,1596685,,,ACM SIGGRAPH 2009 Computer Animation Fesitval,New Orleans,Louisiana,,2009-08-03,2009-08-07,2009-08-03,1545
555760,2593690,Conducting Empirical Studies in Industry,,Proceedings of the 2nd International Workshop,Hyderabad,,India,2014-06-02,2014-06-02,2014-06-02,1545
555831,647987,Ubiquitous Computing,,Proceedings of the 3rd international conference,Atlanta,Georgia,USA,2001-09-30,2001-10-02,2001-09-30,241630
560656,2425836,Image and Vision Computing New Zealand,,Proceedings of the 27th Conference,Dunedin,,New Zealand,2012-11-26,2012-11-28,2012-11-26,1545
556003,2413176,Emerging networking experiments and technologies,,Proceedings of the 8th international conference,Nice,,France,2012-12-10,2012-12-13,2012-12-10,1545
556066,2491172,Future human-centric multimedia networking,,Proceedings of the 2013 ACM SIGCOMM workshop,Hong Kong,,China,2013-08-16,2013-08-16,2013-08-16,1545
556102,2390214,Audio and multimedia methods for large-scale video analysis,,Proceedings of the 2012 ACM international workshop,Nara,,Japan,2012-11-02,2012-11-02,2012-11-02,1545
556191,158976,Artificial intelligence and law,,Proceedings of the 4th international conference,Amsterdam,,The Netherlands,1993-06-15,1993-06-18,1993-08-01,1545
556303,1142680,Integrated internet ad hoc and sensor networks,,Proceedings of the first international conference,Nice,,France,2006-05-30,2006-05-31,2006-05-30,1545
556397,1756384,Implementation and application of automata,,Proceedings of the 7th international conference,Tours,,France,2002-07-03,2002-07-05,2002-07-03,13854
556444,1460007,Geographic information retrieval,,Proceedings of the 2nd international workshop,Napa Valley,California,USA,2008-10-29,2008-10-30,2008-10-29,1545
556505,566172,Software testing and analysis,,Proceedings of the 2002 ACM SIGSOFT international symposium,Roma,,Italy,2002-07-22,2002-07-24,2002-07-22,1545
556728,1963564,Intelligent Interactive Technologies and Multimedia,,Proceedings of the First International Conference,Allahabad,,India,2010-12-27,2010-12-30,2010-12-27,1545
556765,1971690,Privacy and Anonymity in the Information Society,,Proceedings of the 4th International Workshop,Uppsala,,Sweden,2011-03-25,2011-03-25,2011-03-25,1545
556793,1555852,Behaviour Modelling in Model-Driven Architecture,,Proceedings of the 1st Workshop,Enschede,,The Netherlands,2009-06-23,2009-06-23,2009-06-23,1545
556835,2237867,Semantic Web Information Management,,Proceedings of the 4th International Workshop,Scottsdale,Arizona,,2012-05-20,2012-05-20,2012-05-20,1545
557166,192593,Multimedia,,Proceedings of the second ACM international conference,San Francisco,California,USA,1994-10-15,1994-10-20,1994-10-15,1545
557195,1387249,Agent-oriented software engineering challenges for ubiquitous and pervasive computing,,Proceedings of the 2nd international workshop,Sorrento,,Italy,2008-07-06,2008-07-06,2008-07-06,1545
557270,522659,Parallel Architectures and Compilation Techniques,,Proceedings of the 1997 International Conference,,,,1997-11-11,1997-11-15,1997-11-11,3039
557429,1132736,,,Proceedings of the 18th International Conferenceof the Association Francophone d'Interaction Homme-Machine,Montreal,,Canada,2006-04-18,2006-04-21,2006-04-18,1545
557538,1815695,,,Proceedings of the 3rd Annual Haifa Experimental Systems Conference,Haifa,,Israel,2010-05-24,2010-05-26,2010-05-24,1545
557604,1080730,Wireless mobile applications and services on WLAN hotspots,,Proceedings of the 3rd ACM international workshop,Cologne,,Germany,2005-09-02,2005-09-02,2005-09-02,1545
557638,2713609, Technology in Computer Science Education Conference,,Proceedings of the Working Group Reports of the 2014,Uppsala,,Sweden,2014-06-23,2014-06-25,2014-06-23,1545
557718,1551950,"Information Science, Technology and Applications",,Proceedings of the 2009 conference,Kuwait,,Kuwait,2009-03-20,2009-03-22,2009-03-20,1545
557775,318741,User services,pulling it all together,Proceedings of the 13th annual ACM SIGUCCS conference,Toledo,Ohio,USA,1985-08-05,1985-08-08,1985-09-01,1545
557849,1940976,,,2009 Information Security Curriculum Development Conference,Kennesaw,Georgia,,2009-09-25,2009-09-26,2009-09-25,1545
558050,1201775,,,ACM SIGGRAPH 2003 Papers,San Diego,California,,2003-07-27,2003-07-31,2003-07-27,1545
558098,2030686,"Wireless of the students, by the students, for the students",,Proceedings of the 3rd ACM workshop,Las Vegas,Nevada,USA,2011-09-19,2011-09-19,2011-09-19,1545
558144,800083,Computer architecture for non-numeric processing,,Proceedings of the fifth workshop,Pacific Grove,California,USA,1980-03-11,1980-03-14,1980-03-11,1545
558241,384101,Symbolic and algebraic computation,,Proceedings of the 2001 international symposium,London,Ontario,Canada,,,2001-07-01,1545
558468,2449396,Intelligent user interfaces,,Proceedings of the 2013 international conference,Santa Monica,California,USA,2013-03-19,2013-03-22,2013-03-19,1545
558567,1081706,Foundations of software engineering,,Proceedings of the 10th European software engineering conference held jointly with 13th ACM SIGSOFT international symposium,Lisbon,,Portugal,2005-09-05,2005-09-09,2005-09-05,1545
558695,2668064,Motion in Games,,Proceedings of the Seventh International Conference,Playa Vista,California,,2014-11-06,2014-11-08,2014-11-06,1545
558753,647004,,,"Databases for Business and Office Applications, Database Week",,,,1983-05-23,1983-05-26,1983-05-23,1545
558809,2402599,,,Proceedings of the Asian Internet Engineeering Conference,Bangkok,,Thailand,2012-11-14,2012-11-16,2012-11-14,1545
558869,2757290,Pervasive Wireless Healthcare,,Proceedings of the 2015 Workshop,Hangzhou,,China,2015-06-22,2015-06-22,2015-06-22,1545
558928,1026533,Design of communication,The engineering of quality documentation,Proceedings of the 22nd annual international conference,Memphis,Tennessee,USA,2004-10-10,2004-10-13,2004-10-10,1545
559006,1940941,,,2010 Information Security Curriculum Development Conference,Kennesaw,Georgia,,2010-10-01,2010-10-03,2010-10-01,1545
559095,2712386,Programming Models and Applications for Multicores and Manycores,,Proceedings of the Sixth International Workshop,San Francisco,California,,2015-02-07,2015-02-08,2015-02-07,1545
559120,2414721,Evaluation and usability of programming languages and tools,,Proceedings of the ACM 4th annual workshop,Tucson,Arizona,USA,2012-10-21,2012-10-21,2012-10-21,1545
559173,1290050,Workshop on mobile video,,Proceedings of the international workshop,Augsburg,Bavaria,Germany,2007-09-28,2007-09-28,2007-09-28,1545
559437,2159365,Foundations of Digital Games,,Proceedings of the 6th International Conference,Bordeaux,,France,2011-06-29,2011-07-01,2011-06-29,1545
559450,349093,Knowledge discovery and data mining,,Tutorial notes of the sixth ACM SIGKDD international conference,Boston,Massachusetts,USA,2000-08-20,2000-08-23,2000-08-20,1545
559515,2248341,Pervasive Wireless Healthcare,,Proceedings of the 2nd ACM international workshop,Hilton Head,South Carolina,USA,2012-06-11,2012-06-11,2012-06-11,1545
559928,1576246,,,ACM SIGGRAPH 2009 papers,New Orleans,Louisiana,,2009-08-03,2009-08-07,2009-07-27,1545
559979,2384577,Dynamic languages,,Proceedings of the 8th symposium,Tucson,Arizona,USA,2012-10-22,2012-10-22,2012-10-22,1545
560003,1367943,Context-awareness for self-managing systems,,Proceedings of the 2nd ACM international conference,Sydney,,Australia,2008-05-19,2008-05-19,2008-05-19,1545
560094,2491224,Information-centric networking,,Proceedings of the 3rd ACM SIGCOMM workshop,Hong Kong,,China,2013-08-12,2013-08-12,2013-08-12,1545
560147,1878039,Multimodal pervasive video analysis,,Proceedings of the 1st ACM international workshop,Firenze,,Italy,2010-10-29,2010-10-29,2010-10-29,1545
560257,1998441,Access control models and technologies,,Proceedings of the 16th ACM symposium,Innsbruck,,Austria,2011-06-15,2011-06-17,2011-06-15,1545
560745,133994,Computer graphics and interactive techniques,,Proceedings of the 19th annual conference,,,,,,1992-07-01,1545
560812,96709,Principles of programming languages,,Proceedings of the 17th ACM SIGPLAN-SIGACT symposium,San Francisco,California,USA,,,1989-12-01,1545
560936,1755952,Hybrid systems: computation and control,,Proceedings of the 13th ACM international conference,Stockholm,,Sweden,2010-04-12,2010-04-15,2010-04-12,1545
560974,1280094,Graphics hardware,,Proceedings of the 22nd ACM SIGGRAPH/EUROGRAPHICS symposium,San Diego,California,,2007-08-04,2007-08-05,2007-08-04,13696
561465,1873601,Discrete Algorithms,,Proceedings of the twenty-first annual ACM-SIAM symposium,Austin,Texas,,2010-01-17,2010-01-19,2010-01-17,16397
561636,2077489,Management of Emergent Digital EcoSystems,,Proceedings of the International Conference,San Francisco,California,,2011-11-21,2011-11-23,2011-11-21,1545
561710,2482991,Communities and Technologies,,Proceedings of the 6th International Conference,Munich,,Germany,2013-06-29,2013-07-02,2013-06-29,1545
561749,2542128,Mobile development lifecycle,,Proceedings of the 2013 ACM workshop,Indianapolis,Indiana,USA,2013-10-28,2013-10-28,2013-10-28,1545
562061,1738826,,Design: Open 24/7,Proceedings of the 21st Annual Conference of the Australian Computer-Human Interaction Special Interest Group,Melbourne,,Australia,2009-11-23,2009-11-27,2009-11-23,1545
562127,1230100,Interactive 3D graphics and games,,Proceedings of the 2007 symposium,Seattle,Washington,,2007-04-30,2007-05-02,2007-04-30,1545
562204,1924035,Facial Analysis and Animation,,Proceedings of the SSPNET 2nd International Symposium,Edinburgh,,United Kingdom,2010-10-21,2010-10-21,2010-10-21,1545
562370,2063518,Semantic Systems,,Proceedings of the 7th International Conference,Graz,,Austria,2011-09-07,2011-09-09,2011-09-07,1545
562507,28395,Theory of computing,,Proceedings of the nineteenth annual ACM symposium,New York,New York,USA,,,1987-01-01,1545
562940,1326073,Computer-aided design,,Proceedings of the 2007 IEEE/ACM international conference,San Jose,California,,2007-11-05,2007-11-08,2007-11-05,4124
562979,313237,"Modeling, analysis and simulation of wireless and mobile systems",,Proceedings of the 2nd ACM international workshop,Seattle,Washington,USA,1999-08-20,1999-08-20,1999-08-01,1545
563090,1982143,Computer personnel research,,Proceedings of the 49th SIGMIS annual conference,San Antonio,Texas,USA,2011-05-19,2011-05-21,2011-05-19,1545
563123,2633675,"Mobile sensing, computing and communication",,Proceedings of the first international workshop,Philadelphia,Pennsylvania,USA,2014-08-11,2014-08-11,2014-08-11,1545
563224,1218064,Computer animation,,Proceedings of the 2006 ACM SIGGRAPH/Eurographics symposium,Vienna,,Austria,2006-09-02,2006-09-04,2006-09-02,13696
563284,2509916,Socially-aware multimedia,,Proceedings of the 2nd international workshop,Barcelona,,Spain,2013-10-21,2013-10-21,2013-10-21,1545
563294,1234247,Wireless traffic measurements and modeling,,Proceedings of the second international workshop,Boston,Massachusetts,USA,2006-08-05,2006-08-05,2006-08-05,1545
563695,2433396,Web search and data mining,,Proceedings of the sixth ACM international conference,Rome,,Italy,2013-02-04,2013-02-08,2013-02-04,1545
563856,1855741,Operating systems design and implementation,,Proceedings of the 8th USENIX conference,San Diego,California,,2008-12-08,2008-12-10,2008-12-08,34855
563950,2016911,Computing education research,,Proceedings of the seventh international workshop,Providence,Rhode Island,USA,2011-08-08,2011-08-09,2011-08-08,1545
564118,544414,Innovation and technology in computer science education,,Proceedings of the 7th annual conference,Aarhus,,Denmark,2002-06-24,2002-06-28,2002-06-24,1545
565137,2464576,Genetic and evolutionary computation,,Proceedings of the 15th annual conference companion,Amsterdam,,The Netherlands,2013-07-06,2013-07-10,2013-07-06,1545
565188,325612,Ada,Ada in the mainstream: applications and education,Proceedings of the second annual Washington Ada symposium,Washington,D. C.,USA,,,1985-03-24,1545
565251,2095667,,A Conference on Interaction with Sound,Proceedings of the 6th Audio Mostly Conference,Coimbra,,Portugal,2011-09-07,2011-09-09,2011-09-07,1545
565273,1387150,,,Proceedings of the 2008 EDBT Ph.D. workshop,Nantes,,France,2008-03-25,2008-03-25,2008-03-25,1545
565393,1568199,Pervasive services,,Proceedings of the 2009 international conference,London,,United Kingdom,2009-07-13,2009-07-17,2009-07-13,1545
565423,1114252,Data management on new hardware,,Proceedings of the 1st international workshop,Baltimore,Maryland,,2005-06-12,2005-06-12,2005-06-12,1545
565448,2072545,Medical multimedia analysis and retrieval,,Proceedings of the 2011 international ACM workshop,Scottsdale,Arizona,USA,2011-11-29,2011-11-29,2011-11-29,1545
565530,1090122,Computer Graphics,,Proceedings of the 21st Spring Conference,Budmerice,,Slovakia,2005-05-12,2005-05-14,2005-05-12,1545
565978,564124,Winter simulation,,Proceedings of the 33nd conference,Arlington,Virginia,,2001-12-09,2001-12-12,2001-12-09,3039
566069,2647508,Principles and Practices of Programming on the Java platform,"Virtual machines, Languages, and Tools",Proceedings of the 2014 International Conference,Cracow,,Poland,2014-09-23,2014-09-26,2014-09-23,1545
566132,2533888,Geographic Information Retrieval,,Proceedings of the 7th Workshop,Orlando,Florida,,2013-11-05,2013-11-05,2013-11-05,1545
566229,782896,Designing pleasurable products and interfaces,,Proceedings of the 2003 international conference,Pittsburgh,PA,USA,2003-06-23,2003-06-26,2003-06-23,1545
566351,1463788,collaborative research,meeting of minds,Proceedings of the 2008 conference of the center for advanced studies,Ontario,,Canada,2008-10-27,2008-10-30,2008-10-27,1545
